# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    2     10     56      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3      9     52      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
    0     16     54      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     14     54      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      2 
    2      9     55      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
    3      8     51      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     16     53      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     15     53      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2      9     54      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3      8     50      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     15     53      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     14     52      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2      8     54      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3      7     49      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
    0     76     55      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      2 
    1     70     55      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     67     56      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      2 
    3     70     51      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     53     55      -      0      0      0      0      0      0    810    412      0      0  89162  89163      0      -      -      0      0      0 
